NAICS2,NAICS3,NAICS4,NAICS5,NAICS6,Label2,Label3,Label4,Label5,Label6
11,111,1113,11133,111334,"Agriculture, Forestry, Fishing and Hunting",Crop Production,Fruit and Tree Nut Farming,Noncitrus Fruit and Tree Nut Farming,Berry (except Strawberry) Farming
11,111,1113,11133,111335,"Agriculture, Forestry, Fishing and Hunting",Crop Production,Fruit and Tree Nut Farming,Noncitrus Fruit and Tree Nut Farming,Tree Nut Farming
11,111,1113,11133,111336,"Agriculture, Forestry, Fishing and Hunting",Crop Production,Fruit and Tree Nut Farming,Noncitrus Fruit and Tree Nut Farming,Fruit and Tree Nut Combination Farming
11,111,1113,11133,111339,"Agriculture, Forestry, Fishing and Hunting",Crop Production,Fruit and Tree Nut Farming,Noncitrus Fruit and Tree Nut Farming,Other Noncitrus Fruit Farming
11,111,1114,11141,111411,"Agriculture, Forestry, Fishing and Hunting",Crop Production,"Greenhouse, Nursery, and Floriculture Production",Food Crops Grown Under Cover,Mushroom Production
11,111,1114,11141,111419,"Agriculture, Forestry, Fishing and Hunting",Crop Production,"Greenhouse, Nursery, and Floriculture Production",Food Crops Grown Under Cover,Other Food Crops Grown Under Cover
11,111,1114,11142,111421,"Agriculture, Forestry, Fishing and Hunting",Crop Production,"Greenhouse, Nursery, and Floriculture Production",Nursery and Floriculture Production,Nursery and Tree Production
11,111,1114,11142,111422,"Agriculture, Forestry, Fishing and Hunting",Crop Production,"Greenhouse, Nursery, and Floriculture Production",Nursery and Floriculture Production,Floriculture Production
11,111,1119,11191,111910,"Agriculture, Forestry, Fishing and Hunting",Crop Production,Other Crop Farming,Tobacco Farming,Tobacco Farming
11,111,1119,11192,111920,"Agriculture, Forestry, Fishing and Hunting",Crop Production,Other Crop Farming,Cotton Farming,Cotton Farming
11,111,1119,11193,111930,"Agriculture, Forestry, Fishing and Hunting",Crop Production,Other Crop Farming,Sugarcane Farming,Sugarcane Farming
11,111,1119,11194,111940,"Agriculture, Forestry, Fishing and Hunting",Crop Production,Other Crop Farming,Hay Farming,Hay Farming
11,111,1119,11199,111991,"Agriculture, Forestry, Fishing and Hunting",Crop Production,Other Crop Farming,All Other Crop Farming,Sugar Beet Farming
11,111,1119,11199,111992,"Agriculture, Forestry, Fishing and Hunting",Crop Production,Other Crop Farming,All Other Crop Farming,Peanut Farming
11,111,1119,11199,111998,"Agriculture, Forestry, Fishing and Hunting",Crop Production,Other Crop Farming,All Other Crop Farming,All Other Miscellaneous Crop Farming
11,112,1121,11211,112111,"Agriculture, Forestry, Fishing and Hunting",Animal Production,Cattle Ranching and Farming,"Beef Cattle Ranching and Farming, including Feedlots",Beef Cattle Ranching and Farming
11,112,1121,11211,112112,"Agriculture, Forestry, Fishing and Hunting",Animal Production,Cattle Ranching and Farming,"Beef Cattle Ranching and Farming, including Feedlots",Cattle Feedlots
11,112,1121,11212,112120,"Agriculture, Forestry, Fishing and Hunting",Animal Production,Cattle Ranching and Farming,Dairy Cattle and Milk Production,Dairy Cattle and Milk Production
11,112,1121,11213,112130,"Agriculture, Forestry, Fishing and Hunting",Animal Production,Cattle Ranching and Farming,Dual-Purpose Cattle Ranching and Farming,Dual-Purpose Cattle Ranching and Farming
11,112,1122,11221,112210,"Agriculture, Forestry, Fishing and Hunting",Animal Production,Hog and Pig Farming,Hog and Pig Farming,Hog and Pig Farming
11,112,1123,11231,112310,"Agriculture, Forestry, Fishing and Hunting",Animal Production,Poultry and Egg Production,Chicken Egg Production,Chicken Egg Production
11,112,1123,11232,112320,"Agriculture, Forestry, Fishing and Hunting",Animal Production,Poultry and Egg Production,Broilers and Other Meat Type Chicken Production,Broilers and Other Meat Type Chicken Production
11,112,1123,11233,112330,"Agriculture, Forestry, Fishing and Hunting",Animal Production,Poultry and Egg Production,Turkey Production,Turkey Production
11,112,1123,11234,112340,"Agriculture, Forestry, Fishing and Hunting",Animal Production,Poultry and Egg Production,Poultry Hatcheries,Poultry Hatcheries
11,112,1123,11239,112390,"Agriculture, Forestry, Fishing and Hunting",Animal Production,Poultry and Egg Production,Other Poultry Production,Other Poultry Production
11,112,1124,11241,112410,"Agriculture, Forestry, Fishing and Hunting",Animal Production,Sheep and Goat Farming,Sheep Farming,Sheep Farming
11,112,1124,11242,112420,"Agriculture, Forestry, Fishing and Hunting",Animal Production,Sheep and Goat Farming,Goat Farming,Goat Farming
11,112,1125,11251,112511,"Agriculture, Forestry, Fishing and Hunting",Animal Production,Aquaculture,Aquaculture,Finfish Farming and Fish Hatcheries
11,112,1125,11251,112512,"Agriculture, Forestry, Fishing and Hunting",Animal Production,Aquaculture,Aquaculture,Shellfish Farming
11,112,1125,11251,112519,"Agriculture, Forestry, Fishing and Hunting",Animal Production,Aquaculture,Aquaculture,Other Aquaculture
11,112,1129,11291,112910,"Agriculture, Forestry, Fishing and Hunting",Animal Production,Other Animal Production,Apiculture,Apiculture
11,112,1129,11292,112920,"Agriculture, Forestry, Fishing and Hunting",Animal Production,Other Animal Production,Horses and Other Equine Production,Horses and Other Equine Production
11,112,1129,11293,112930,"Agriculture, Forestry, Fishing and Hunting",Animal Production,Other Animal Production,Fur-Bearing Animal and Rabbit Production,Fur-Bearing Animal and Rabbit Production
11,112,1129,11299,112990,"Agriculture, Forestry, Fishing and Hunting",Animal Production,Other Animal Production,All Other Animal Production,All Other Animal Production
11,113,1131,11311,113110,"Agriculture, Forestry, Fishing and Hunting",Forestry and Logging,Timber Tract Operations,Timber Tract Operations,Timber Tract Operations
11,113,1132,11321,113210,"Agriculture, Forestry, Fishing and Hunting",Forestry and Logging,Forest Nurseries and Gathering of Forest Products,Forest Nurseries and Gathering of Forest Products,Forest Nurseries and Gathering of Forest Products
11,113,1133,11331,113310,"Agriculture, Forestry, Fishing and Hunting",Forestry and Logging,Logging,Logging,Logging
11,114,1141,11411,114111,"Agriculture, Forestry, Fishing and Hunting","Fishing, Hunting and Trapping",Fishing,Fishing,Finfish Fishing
11,114,1141,11411,114112,"Agriculture, Forestry, Fishing and Hunting","Fishing, Hunting and Trapping",Fishing,Fishing,Shellfish Fishing
11,114,1141,11411,114119,"Agriculture, Forestry, Fishing and Hunting","Fishing, Hunting and Trapping",Fishing,Fishing,Other Marine Fishing
11,114,1142,11421,114210,"Agriculture, Forestry, Fishing and Hunting","Fishing, Hunting and Trapping",Hunting and Trapping,Hunting and Trapping,Hunting and Trapping
11,115,1151,11511,115111,"Agriculture, Forestry, Fishing and Hunting",Support Activities for Agriculture and Forestry,Support Activities for Crop Production,Support Activities for Crop Production,Cotton Ginning
11,115,1151,11511,115112,"Agriculture, Forestry, Fishing and Hunting",Support Activities for Agriculture and Forestry,Support Activities for Crop Production,Support Activities for Crop Production,"Soil Preparation, Planting, and Cultivating"
11,115,1151,11511,115113,"Agriculture, Forestry, Fishing and Hunting",Support Activities for Agriculture and Forestry,Support Activities for Crop Production,Support Activities for Crop Production,"Crop Harvesting, Primarily by Machine"
11,115,1151,11511,115114,"Agriculture, Forestry, Fishing and Hunting",Support Activities for Agriculture and Forestry,Support Activities for Crop Production,Support Activities for Crop Production,Postharvest Crop Activities (except Cotton Ginning)
11,115,1151,11511,115115,"Agriculture, Forestry, Fishing and Hunting",Support Activities for Agriculture and Forestry,Support Activities for Crop Production,Support Activities for Crop Production,Farm Labor Contractors and Crew Leaders
11,115,1151,11511,115116,"Agriculture, Forestry, Fishing and Hunting",Support Activities for Agriculture and Forestry,Support Activities for Crop Production,Support Activities for Crop Production,Farm Management Services
11,115,1152,11521,115210,"Agriculture, Forestry, Fishing and Hunting",Support Activities for Agriculture and Forestry,Support Activities for Animal Production,Support Activities for Animal Production,Support Activities for Animal Production
11,115,1153,11531,115310,"Agriculture, Forestry, Fishing and Hunting",Support Activities for Agriculture and Forestry,Support Activities for Forestry,Support Activities for Forestry,Support Activities for Forestry
21,211,2111,21111,211111,"Mining, Quarrying, and Oil and Gas Extraction",Oil and Gas Extraction,Oil and Gas Extraction,Oil and Gas Extraction,Crude Petroleum and Natural Gas Extraction
21,211,2111,21111,211112,"Mining, Quarrying, and Oil and Gas Extraction",Oil and Gas Extraction,Oil and Gas Extraction,Oil and Gas Extraction,Natural Gas Liquid Extraction
21,212,2121,21211,212111,"Mining, Quarrying, and Oil and Gas Extraction",Mining (except Oil and Gas),Coal Mining,Coal Mining,Bituminous Coal and Lignite Surface Mining
21,212,2121,21211,212112,"Mining, Quarrying, and Oil and Gas Extraction",Mining (except Oil and Gas),Coal Mining,Coal Mining,Bituminous Coal Underground Mining
21,212,2121,21211,212113,"Mining, Quarrying, and Oil and Gas Extraction",Mining (except Oil and Gas),Coal Mining,Coal Mining,Anthracite Mining
21,212,2122,21221,212210,"Mining, Quarrying, and Oil and Gas Extraction",Mining (except Oil and Gas),Metal Ore Mining,Iron Ore Mining,Iron Ore Mining
21,212,2122,21222,212221,"Mining, Quarrying, and Oil and Gas Extraction",Mining (except Oil and Gas),Metal Ore Mining,Gold Ore and Silver Ore Mining,Gold Ore Mining
21,212,2122,21222,212222,"Mining, Quarrying, and Oil and Gas Extraction",Mining (except Oil and Gas),Metal Ore Mining,Gold Ore and Silver Ore Mining,Silver Ore Mining
21,212,2122,21223,212231,"Mining, Quarrying, and Oil and Gas Extraction",Mining (except Oil and Gas),Metal Ore Mining,"Copper, Nickel, Lead, and Zinc Mining",Lead Ore and Zinc Ore Mining
21,212,2122,21223,212234,"Mining, Quarrying, and Oil and Gas Extraction",Mining (except Oil and Gas),Metal Ore Mining,"Copper, Nickel, Lead, and Zinc Mining",Copper Ore and Nickel Ore Mining
21,212,2122,21229,212291,"Mining, Quarrying, and Oil and Gas Extraction",Mining (except Oil and Gas),Metal Ore Mining,Other Metal Ore Mining,Uranium-Radium-Vanadium Ore Mining
21,212,2122,21229,212299,"Mining, Quarrying, and Oil and Gas Extraction",Mining (except Oil and Gas),Metal Ore Mining,Other Metal Ore Mining,All Other Metal Ore Mining
21,212,2123,21231,212311,"Mining, Quarrying, and Oil and Gas Extraction",Mining (except Oil and Gas),Nonmetallic Mineral Mining and Quarrying,Stone Mining and Quarrying,Dimension Stone Mining and Quarrying
21,212,2123,21231,212312,"Mining, Quarrying, and Oil and Gas Extraction",Mining (except Oil and Gas),Nonmetallic Mineral Mining and Quarrying,Stone Mining and Quarrying,Crushed and Broken Limestone Mining and Quarrying
21,212,2123,21231,212313,"Mining, Quarrying, and Oil and Gas Extraction",Mining (except Oil and Gas),Nonmetallic Mineral Mining and Quarrying,Stone Mining and Quarrying,Crushed and Broken Granite Mining and Quarrying
21,212,2123,21231,212319,"Mining, Quarrying, and Oil and Gas Extraction",Mining (except Oil and Gas),Nonmetallic Mineral Mining and Quarrying,Stone Mining and Quarrying,Other Crushed and Broken Stone Mining and Quarrying
21,212,2123,21232,212321,"Mining, Quarrying, and Oil and Gas Extraction",Mining (except Oil and Gas),Nonmetallic Mineral Mining and Quarrying,"Sand, Gravel, Clay, and Ceramic and Refractory Minerals Mining and Quarrying",Construction Sand and Gravel Mining
21,212,2123,21232,212322,"Mining, Quarrying, and Oil and Gas Extraction",Mining (except Oil and Gas),Nonmetallic Mineral Mining and Quarrying,"Sand, Gravel, Clay, and Ceramic and Refractory Minerals Mining and Quarrying",Industrial Sand Mining
21,212,2123,21232,212324,"Mining, Quarrying, and Oil and Gas Extraction",Mining (except Oil and Gas),Nonmetallic Mineral Mining and Quarrying,"Sand, Gravel, Clay, and Ceramic and Refractory Minerals Mining and Quarrying",Kaolin and Ball Clay Mining
21,212,2123,21232,212325,"Mining, Quarrying, and Oil and Gas Extraction",Mining (except Oil and Gas),Nonmetallic Mineral Mining and Quarrying,"Sand, Gravel, Clay, and Ceramic and Refractory Minerals Mining and Quarrying",Clay and Ceramic and Refractory Minerals Mining
21,212,2123,21239,212391,"Mining, Quarrying, and Oil and Gas Extraction",Mining (except Oil and Gas),Nonmetallic Mineral Mining and Quarrying,Other Nonmetallic Mineral Mining and Quarrying,"Potash, Soda, and Borate Mineral Mining"
21,212,2123,21239,212392,"Mining, Quarrying, and Oil and Gas Extraction",Mining (except Oil and Gas),Nonmetallic Mineral Mining and Quarrying,Other Nonmetallic Mineral Mining and Quarrying,Phosphate Rock Mining
21,212,2123,21239,212393,"Mining, Quarrying, and Oil and Gas Extraction",Mining (except Oil and Gas),Nonmetallic Mineral Mining and Quarrying,Other Nonmetallic Mineral Mining and Quarrying,Other Chemical and Fertilizer Mineral Mining
21,212,2123,21239,212399,"Mining, Quarrying, and Oil and Gas Extraction",Mining (except Oil and Gas),Nonmetallic Mineral Mining and Quarrying,Other Nonmetallic Mineral Mining and Quarrying,All Other Nonmetallic Mineral Mining
21,213,2131,21311,213111,"Mining, Quarrying, and Oil and Gas Extraction",Support Activities for Mining,Support Activities for Mining,Support Activities for Mining,Drilling Oil and Gas Wells
21,213,2131,21311,213112,"Mining, Quarrying, and Oil and Gas Extraction",Support Activities for Mining,Support Activities for Mining,Support Activities for Mining,Support Activities for Oil and Gas Operations
21,213,2131,21311,213113,"Mining, Quarrying, and Oil and Gas Extraction",Support Activities for Mining,Support Activities for Mining,Support Activities for Mining,Support Activities for Coal Mining
21,213,2131,21311,213114,"Mining, Quarrying, and Oil and Gas Extraction",Support Activities for Mining,Support Activities for Mining,Support Activities for Mining,Support Activities for Metal Mining
21,213,2131,21311,213115,"Mining, Quarrying, and Oil and Gas Extraction",Support Activities for Mining,Support Activities for Mining,Support Activities for Mining,Support Activities for Nonmetallic Minerals (except Fuels) Mining
22,221,2211,22111,221111,Utilities,Utilities,"Electric Power Generation, Transmission and Distribution",Electric Power Generation,Hydroelectric Power Generation
22,221,2211,22111,221112,Utilities,Utilities,"Electric Power Generation, Transmission and Distribution",Electric Power Generation,Fossil Fuel Electric Power Generation
22,221,2211,22111,221113,Utilities,Utilities,"Electric Power Generation, Transmission and Distribution",Electric Power Generation,Nuclear Electric Power Generation
22,221,2211,22111,221119,Utilities,Utilities,"Electric Power Generation, Transmission and Distribution",Electric Power Generation,Other Electric Power Generation
22,221,2211,22112,221121,Utilities,Utilities,"Electric Power Generation, Transmission and Distribution","Electric Power Transmission, Control, and Distribution",Electric Bulk Power Transmission and Control
22,221,2211,22112,221122,Utilities,Utilities,"Electric Power Generation, Transmission and Distribution","Electric Power Transmission, Control, and Distribution",Electric Power Distribution
22,221,2212,22121,221210,Utilities,Utilities,Natural Gas Distribution,Natural Gas Distribution,Natural Gas Distribution
22,221,2213,22131,221310,Utilities,Utilities,"Water, Sewage and Other Systems",Water Supply and Irrigation Systems,Water Supply and Irrigation Systems
22,221,2213,22132,221320,Utilities,Utilities,"Water, Sewage and Other Systems",Sewage Treatment Facilities,Sewage Treatment Facilities
22,221,2213,22133,221330,Utilities,Utilities,"Water, Sewage and Other Systems",Steam and Air-Conditioning Supply,Steam and Air-Conditioning Supply
23,236,2361,23611,236115,Construction,Construction of Buildings,Residential Building Construction,Residential Building Construction,New Single-Family Housing Construction (except Operative Builders)
23,236,2361,23611,236116,Construction,Construction of Buildings,Residential Building Construction,Residential Building Construction,New Multifamily Housing Construction (except Operative Builders)
23,236,2361,23611,236117,Construction,Construction of Buildings,Residential Building Construction,Residential Building Construction,New Housing Operative Builders
23,236,2361,23611,236118,Construction,Construction of Buildings,Residential Building Construction,Residential Building Construction,Residential Remodelers
23,236,2362,23621,236210,Construction,Construction of Buildings,Nonresidential Building Construction,Industrial Building Construction,Industrial Building Construction
23,236,2362,23622,236220,Construction,Construction of Buildings,Nonresidential Building Construction,Commercial and Institutional Building Construction,Commercial and Institutional Building Construction
23,237,2371,23711,237110,Construction,Heavy and Civil Engineering Construction,Utility System Construction,Water and Sewer Line and Related Structures Construction,Water and Sewer Line and Related Structures Construction
23,237,2371,23712,237120,Construction,Heavy and Civil Engineering Construction,Utility System Construction,Oil and Gas Pipeline and Related Structures Construction,Oil and Gas Pipeline and Related Structures Construction
23,237,2371,23713,237130,Construction,Heavy and Civil Engineering Construction,Utility System Construction,Power and Communication Line and Related Structures Construction,Power and Communication Line and Related Structures Construction
23,237,2372,23721,237210,Construction,Heavy and Civil Engineering Construction,Land Subdivision,Land Subdivision,Land Subdivision
23,237,2373,23731,237310,Construction,Heavy and Civil Engineering Construction,"Highway, Street, and Bridge Construction","Highway, Street, and Bridge Construction","Highway, Street, and Bridge Construction"
23,237,2379,23799,237990,Construction,Heavy and Civil Engineering Construction,Other Heavy and Civil Engineering Construction,Other Heavy and Civil Engineering Construction,Other Heavy and Civil Engineering Construction
23,238,2381,23811,238110,Construction,Specialty Trade Contractors,"Foundation, Structure, and Building Exterior Contractors",Poured Concrete Foundation and Structure Contractors,Poured Concrete Foundation and Structure Contractors
23,238,2381,23812,238120,Construction,Specialty Trade Contractors,"Foundation, Structure, and Building Exterior Contractors",Structural Steel and Precast Concrete Contractors,Structural Steel and Precast Concrete Contractors
23,238,2381,23813,238130,Construction,Specialty Trade Contractors,"Foundation, Structure, and Building Exterior Contractors",Framing Contractors,Framing Contractors
23,238,2381,23814,238140,Construction,Specialty Trade Contractors,"Foundation, Structure, and Building Exterior Contractors",Masonry Contractors,Masonry Contractors
23,238,2381,23815,238150,Construction,Specialty Trade Contractors,"Foundation, Structure, and Building Exterior Contractors",Glass and Glazing Contractors,Glass and Glazing Contractors
23,238,2381,23816,238160,Construction,Specialty Trade Contractors,"Foundation, Structure, and Building Exterior Contractors",Roofing Contractors,Roofing Contractors
23,238,2381,23817,238170,Construction,Specialty Trade Contractors,"Foundation, Structure, and Building Exterior Contractors",Siding Contractors,Siding Contractors
23,238,2381,23819,238190,Construction,Specialty Trade Contractors,"Foundation, Structure, and Building Exterior Contractors","Other Foundation, Structure, and Building Exterior Contractors","Other Foundation, Structure, and Building Exterior Contractors"
23,238,2382,23821,238210,Construction,Specialty Trade Contractors,Building Equipment Contractors,Electrical Contractors and Other Wiring Installation Contractors,Electrical Contractors and Other Wiring Installation Contractors
23,238,2382,23822,238220,Construction,Specialty Trade Contractors,Building Equipment Contractors,"Plumbing, Heating, and Air-Conditioning Contractors","Plumbing, Heating, and Air-Conditioning Contractors"
23,238,2382,23829,238290,Construction,Specialty Trade Contractors,Building Equipment Contractors,Other Building Equipment Contractors,Other Building Equipment Contractors
23,238,2383,23831,238310,Construction,Specialty Trade Contractors,Building Finishing Contractors,Drywall and Insulation Contractors,Drywall and Insulation Contractors
23,238,2383,23832,238320,Construction,Specialty Trade Contractors,Building Finishing Contractors,Painting and Wall Covering Contractors,Painting and Wall Covering Contractors
23,238,2383,23833,238330,Construction,Specialty Trade Contractors,Building Finishing Contractors,Flooring Contractors,Flooring Contractors
23,238,2383,23834,238340,Construction,Specialty Trade Contractors,Building Finishing Contractors,Tile and Terrazzo Contractors,Tile and Terrazzo Contractors
23,238,2383,23835,238350,Construction,Specialty Trade Contractors,Building Finishing Contractors,Finish Carpentry Contractors,Finish Carpentry Contractors
23,238,2383,23839,238390,Construction,Specialty Trade Contractors,Building Finishing Contractors,Other Building Finishing Contractors,Other Building Finishing Contractors
23,238,2389,23891,238910,Construction,Specialty Trade Contractors,Other Specialty Trade Contractors,Site Preparation Contractors,Site Preparation Contractors
23,238,2389,23899,238990,Construction,Specialty Trade Contractors,Other Specialty Trade Contractors,All Other Specialty Trade Contractors,All Other Specialty Trade Contractors
31,311,3111,31111,311111,Manufacturing,Food Manufacturing,Animal Food Manufacturing,Animal Food Manufacturing,Dog and Cat Food Manufacturing
31,311,3111,31111,311119,Manufacturing,Food Manufacturing,Animal Food Manufacturing,Animal Food Manufacturing,Other Animal Food Manufacturing
31,311,3112,31121,311211,Manufacturing,Food Manufacturing,Grain and Oilseed Milling,Flour Milling and Malt Manufacturing,Flour Milling
31,311,3112,31121,311212,Manufacturing,Food Manufacturing,Grain and Oilseed Milling,Flour Milling and Malt Manufacturing,Rice Milling
31,311,3112,31121,311213,Manufacturing,Food Manufacturing,Grain and Oilseed Milling,Flour Milling and Malt Manufacturing,Malt Manufacturing
31,311,3112,31122,311221,Manufacturing,Food Manufacturing,Grain and Oilseed Milling,Starch and Vegetable Fats and Oils Manufacturing,Wet Corn Milling
31,311,3112,31122,311222,Manufacturing,Food Manufacturing,Grain and Oilseed Milling,Starch and Vegetable Fats and Oils Manufacturing,Soybean Processing
31,311,3112,31122,311223,Manufacturing,Food Manufacturing,Grain and Oilseed Milling,Starch and Vegetable Fats and Oils Manufacturing,Other Oilseed Processing
31,311,3112,31122,311225,Manufacturing,Food Manufacturing,Grain and Oilseed Milling,Starch and Vegetable Fats and Oils Manufacturing,Fats and Oils Refining and Blending
31,311,3112,31123,311230,Manufacturing,Food Manufacturing,Grain and Oilseed Milling,Breakfast Cereal Manufacturing,Breakfast Cereal Manufacturing
31,311,3113,31131,311311,Manufacturing,Food Manufacturing,Sugar and Confectionery Product Manufacturing,Sugar Manufacturing,Sugarcane Mills
31,311,3113,31131,311312,Manufacturing,Food Manufacturing,Sugar and Confectionery Product Manufacturing,Sugar Manufacturing,Cane Sugar Refining
31,311,3113,31131,311313,Manufacturing,Food Manufacturing,Sugar and Confectionery Product Manufacturing,Sugar Manufacturing,Beet Sugar Manufacturing
31,311,3113,31132,311320,Manufacturing,Food Manufacturing,Sugar and Confectionery Product Manufacturing,Chocolate and Confectionery Manufacturing from Cacao Beans,Chocolate and Confectionery Manufacturing from Cacao Beans
31,311,3113,31133,311330,Manufacturing,Food Manufacturing,Sugar and Confectionery Product Manufacturing,Confectionery Manufacturing from Purchased Chocolate,Confectionery Manufacturing from Purchased Chocolate
31,311,3113,31134,311340,Manufacturing,Food Manufacturing,Sugar and Confectionery Product Manufacturing,Nonchocolate Confectionery Manufacturing,Nonchocolate Confectionery Manufacturing
31,311,3114,31141,311411,Manufacturing,Food Manufacturing,Fruit and Vegetable Preserving and Specialty Food Manufacturing,Frozen Food Manufacturing,"Frozen Fruit, Juice, and Vegetable Manufacturing"
31,311,3114,31141,311412,Manufacturing,Food Manufacturing,Fruit and Vegetable Preserving and Specialty Food Manufacturing,Frozen Food Manufacturing,Frozen Specialty Food Manufacturing
31,311,3114,31142,311421,Manufacturing,Food Manufacturing,Fruit and Vegetable Preserving and Specialty Food Manufacturing,"Fruit and Vegetable Canning, Pickling, and Drying",Fruit and Vegetable Canning
31,311,3114,31142,311422,Manufacturing,Food Manufacturing,Fruit and Vegetable Preserving and Specialty Food Manufacturing,"Fruit and Vegetable Canning, Pickling, and Drying",Specialty Canning
31,311,3114,31142,311423,Manufacturing,Food Manufacturing,Fruit and Vegetable Preserving and Specialty Food Manufacturing,"Fruit and Vegetable Canning, Pickling, and Drying",Dried and Dehydrated Food Manufacturing
31,311,3115,31151,311511,Manufacturing,Food Manufacturing,Dairy Product Manufacturing,Dairy Product (except Frozen) Manufacturing,Fluid Milk Manufacturing
31,311,3115,31151,311512,Manufacturing,Food Manufacturing,Dairy Product Manufacturing,Dairy Product (except Frozen) Manufacturing,Creamery Butter Manufacturing
31,311,3115,31151,311513,Manufacturing,Food Manufacturing,Dairy Product Manufacturing,Dairy Product (except Frozen) Manufacturing,Cheese Manufacturing
31,311,3115,31151,311514,Manufacturing,Food Manufacturing,Dairy Product Manufacturing,Dairy Product (except Frozen) Manufacturing,"Dry, Condensed, and Evaporated Dairy Product Manufacturing"
31,311,3115,31152,311520,Manufacturing,Food Manufacturing,Dairy Product Manufacturing,Ice Cream and Frozen Dessert Manufacturing,Ice Cream and Frozen Dessert Manufacturing
31,311,3116,31161,311611,Manufacturing,Food Manufacturing,Animal Slaughtering and Processing,Animal Slaughtering and Processing,Animal (except Poultry) Slaughtering
31,311,3116,31161,311612,Manufacturing,Food Manufacturing,Animal Slaughtering and Processing,Animal Slaughtering and Processing,Meat Processed from Carcasses
31,311,3116,31161,311613,Manufacturing,Food Manufacturing,Animal Slaughtering and Processing,Animal Slaughtering and Processing,Rendering and Meat Byproduct Processing
31,311,3116,31161,311615,Manufacturing,Food Manufacturing,Animal Slaughtering and Processing,Animal Slaughtering and Processing,Poultry Processing
31,311,3117,31171,311711,Manufacturing,Food Manufacturing,Seafood Product Preparation and Packaging,Seafood Product Preparation and Packaging,Seafood Canning
31,311,3117,31171,311712,Manufacturing,Food Manufacturing,Seafood Product Preparation and Packaging,Seafood Product Preparation and Packaging,Fresh and Frozen Seafood Processing
31,311,3118,31181,311811,Manufacturing,Food Manufacturing,Bakeries and Tortilla Manufacturing,Bread and Bakery Product Manufacturing,Retail Bakeries
31,311,3118,31181,311812,Manufacturing,Food Manufacturing,Bakeries and Tortilla Manufacturing,Bread and Bakery Product Manufacturing,Commercial Bakeries
31,311,3118,31181,311813,Manufacturing,Food Manufacturing,Bakeries and Tortilla Manufacturing,Bread and Bakery Product Manufacturing,"Frozen Cakes, Pies, and Other Pastries Manufacturing"
31,311,3118,31182,311821,Manufacturing,Food Manufacturing,Bakeries and Tortilla Manufacturing,"Cookie, Cracker, and Pasta Manufacturing",Cookie and Cracker Manufacturing
31,311,3118,31182,311822,Manufacturing,Food Manufacturing,Bakeries and Tortilla Manufacturing,"Cookie, Cracker, and Pasta Manufacturing",Flour Mixes and Dough Manufacturing from Purchased Flour
31,311,3118,31182,311823,Manufacturing,Food Manufacturing,Bakeries and Tortilla Manufacturing,"Cookie, Cracker, and Pasta Manufacturing",Dry Pasta Manufacturing
31,311,3118,31183,311830,Manufacturing,Food Manufacturing,Bakeries and Tortilla Manufacturing,Tortilla Manufacturing,Tortilla Manufacturing
