TAZ,FAF4
2996,219
2997,219
2998,219
2999,219
3000,219
3001,139
3002,212
3003,219
3004,139
3005,139
3006,212
3007,219
3008,219
3009,212
3010,219
3011,219
3012,211
3013,139
3014,219
3015,219
3016,139
3017,132
3018,219
3019,219
3020,219
3021,219
3022,219
3023,139
3024,139
3025,139
3026,219
3027,219
3028,219
3029,131
3030,131
3031,139
3032,131
3033,139
3034,131
3035,139
3036,212
3037,212
3038,219
3039,219
3040,131
3041,219
3042,219
3043,219
3044,131
3045,219
3046,219
3047,139
3048,139
3049,219
3050,219
3051,211
3052,394
3053,399
3054,399
3055,129
3056,399
3057,394
3058,129
3059,399
3060,399
3061,393
3062,392
3063,392
3064,393
3065,129
3066,129
3067,122
3068,129
3069,399
3070,393
3071,393
3072,394
3073,399
3074,129
3075,399
3076,129
3077,399
3078,393
3079,393
3080,392
3081,393
3082,391
3083,399
3084,399
3085,393
3086,399
3087,399
3088,399
3089,393
3090,393
3091,399
3092,392
3093,399
3094,394
3095,392
3096,399
3097,399
3098,399
3099,399
3100,280
3101,488
3102,280
3103,280
3104,280
3105,280
3106,280
3107,280
3108,280
3109,280
3110,280
3111,280
3112,229
3113,223
3114,229
3115,229
3116,229
3117,229
3118,229
3119,519
3120,519
3121,519
3122,519
3123,511
3124,519
3125,519
3126,519
3127,519
3128,511
3129,512
3130,519
3131,511
3132,519
3133,519
3134,519
3135,511
3136,519
3137,519
3138,519
3139,519
3140,511
3141,519
3142,519
3143,519
3144,519
3145,519
3146,519
3147,519
3148,519
3149,519
3150,519
3151,513
3152,513
3153,519
3154,519
3155,519
3156,489
3157,489
3158,489
3159,489
3160,482
3161,489
3162,489
3163,489
3164,484
3165,489
3166,489
3167,489
3168,489
3169,489
3170,489
3171,489
3172,485
3173,489
3174,489
3175,489
3176,489
3177,484
3178,489
3179,160
3180,160
3181,300
3182,160
3183,300
3184,160
3185,300
3186,300
3187,300
3188,160
3189,300
3190,300
3191,160
3192,160
3193,160
3194,300
3195,300
3196,300
3197,300
3198,300
3199,160
3200,160
3201,300
3202,300
3203,160
3204,300
3205,300
3206,300
3207,300
3208,300
3209,300
3210,300
3211,160
3212,160
3213,300
3214,300
3215,300
3216,300
3217,300
3218,300
3219,300
3220,300
3221,160
3222,300
3223,300
3224,300
3225,160
3226,300
3227,300
3228,300
3229,160
3230,300
3231,300
3232,300
3233,300
3234,300
3235,300
3236,300
3237,300
3238,300
3239,300
3240,300
3241,300
3242,300
3243,160
3244,300
3245,300
3246,300
3247,160
3248,300
3249,300
3250,300
3251,160
3252,160
3253,89
3254,89
3255,89
3256,89
3257,81
3258,89
3259,89
3260,89
3261,89
3262,89
3263,89
3264,89
3265,81
3266,89
3267,89
3268,89
3269,89
3270,89
3271,299
3272,291
3273,299
3274,299
3275,201
3276,209
3277,299
3278,299
3279,299
3280,299
3281,292
3282,291
3283,299
3284,299
3285,299
3286,292
3287,299
3288,299
3289,299
3290,291
3291,299
3292,299
3293,299
3294,209
3295,299
3296,299
3297,209
3298,202
3299,209
3300,299
3301,299
3302,299
3303,299
3304,299
3305,299
3306,299
3307,291
3308,201
3309,299
3310,532
3311,539
3312,531
3313,539
3314,539
3315,539
3316,539
3317,539
3318,539
3319,92
3320,99
3321,91
3322,64
3323,62
3324,451
3325,219
3326,452
3327,452
3328,459
3329,459
3330,452
3331,19
3332,19
3333,19
3334,452
3335,459
3336,459
3337,159
3338,452
3339,211
3340,19
3341,219
3342,219
3343,219
3344,219
3345,219
3346,459
3347,159
3348,159
3349,219
3350,219
3351,19
3352,12
3353,459
3354,219
3355,19
3356,19
3357,19
3358,19
3359,19
3360,19
3361,19
3362,11
3363,11
3364,19
3365,219
3366,19
3367,19
3368,19
3369,19
3370,11
3371,459
3372,219
3373,11
3374,219
3375,19
3376,339
3377,19
3378,459
3379,219
3380,19
3381,212
3382,219
3383,19
3384,219
3385,219
3386,212
3387,219
3388,219
3389,459
3390,459
3391,19
3392,19
3393,459
3394,219
3395,159
3396,219
3397,219
3398,19
3399,19
3400,451
3401,219
3402,19
3403,219
3404,219
3405,19
3406,19
3407,19
3408,331
3409,219
3410,19
3411,19
3412,219
3413,19
3414,19
3415,19
3416,459
3417,219
3418,19
3419,459
3420,19
3421,19
3422,19
3423,339
3424,211
3425,11
3426,219
3427,219
3428,11
3429,19
3430,19
3431,219
3432,11
3433,459
3434,452
3435,211
3436,11
3437,459
3438,459
3439,459
3440,459
3441,459
3442,219
3443,19
3444,19
3445,19
3446,459
3447,19
3448,219
3449,459
3450,459
3451,452
3452,459
3453,459
3454,459
3455,459
3456,459
3457,19
3458,19
3459,11
3460,19
3461,219
3462,19
3463,19
3464,459
3465,459
3466,19
3467,19
3468,19
3469,129
3470,129
3471,129
3472,129
3473,129
3474,122
3475,121
3476,121
3477,129
3478,129
3479,121
3480,129
3481,129
3482,129
3483,129
3484,129
3485,129
3486,129
3487,129
3488,129
3489,129
3490,129
3491,124
3492,129
3493,123
3494,129
3495,122
3496,129
3497,121
3498,123
3499,129
3500,129
3501,121
3502,369
3503,129
3504,129
3505,129
3506,20
3507,20
3508,280
3509,280
3510,280
3511,280
3512,280
3513,280
3514,280
3515,280
3516,280
3517,280
3518,280
3519,280
3520,280
3521,280
3522,229
3523,221
3524,229
3525,221
3526,229
3527,229
3528,229
3529,229
3530,221
3531,512
3532,519
3533,519
3534,513
3535,511
3536,519
3537,519
3538,511
3539,511
3540,519
3541,511
3542,512
3543,512
3544,512
3545,519
3546,519
3547,519
3548,513
3549,519
3550,519
3551,484
3552,486
3553,489
3554,489
3555,341
3556,460
3557,460
3558,460
3559,460
3560,460
3561,460
3562,460
3563,160
3564,160
3565,160
3566,460
3567,460
3568,460
3569,160
3570,160
3571,460
3572,160
3573,460
3574,460
3575,460
3576,460
3577,460
3578,160
3579,460
3580,460
3581,460
3582,460
3583,460
3584,160
3585,160
3586,460
3587,160
3588,160
3589,160
3590,160
3591,460
3592,460
3593,160
3594,160
3595,160
3596,160
3597,160
3598,160
3599,160
3600,160
3601,460
3602,460
3603,160
3604,460
3605,89
3606,89
3607,81
3608,89
3609,89
3610,89
3611,81
3612,81
3613,291
3614,299
3615,299
3616,299
3617,299
3618,299
3619,291
3620,299
3621,299
3622,299
3623,299
3624,299
3625,299
3626,299
3627,299
3628,299
3629,299
3630,291
3631,299
3632,299
3633,171
3634,179
3635,179
3636,179
3637,179
3638,179
3639,179
3640,179
3641,91
3642,179
3643,62
3644,69
3645,479
3646,189
3647,190
3648,472
3649,189
3650,182
3651,473
3652,479
3653,473
3654,479
3655,479
3656,189
3657,479
3658,189
3659,473
3660,479
3661,479
3662,479
3663,190
3664,190
3665,190
3666,190
3667,471
3668,189
3669,190
3670,190
3671,190
3672,190
3673,479
3674,479
3675,479
3676,472
3677,190
3678,190
3679,190
3680,190
3681,190
3682,190
3683,472
3684,473
3685,190
3686,189
3687,479
3688,190
3689,190
3690,479
3691,189
3692,479
3693,472
3694,479
3695,190
3696,472
3697,479
3698,472
3699,189
3700,479
3701,472
3702,479
3703,181
3704,189
3705,473
3706,479
3707,190
3708,479
3709,189
3710,479
3711,472
3712,182
3713,189
3714,189
3715,479
3716,473
3717,479
3718,479
3719,479
3720,190
3721,479
3722,190
3723,182
3724,181
3725,190
3726,190
3727,190
3728,473
3729,189
3730,182
3731,183
3732,479
3733,189
3734,190
3735,182
3736,479
3737,471
3738,189
3739,183
3740,479
3741,473
3742,189
3743,189
3744,472
3745,479
3746,189
3747,189
3748,189
3749,479
3750,182
3751,479
3752,479
3753,183
3754,190
3755,473
3756,190
3757,190
3758,190
3759,190
3760,190
3761,190
3762,190
3763,190
3764,331
3765,331
3766,190
3767,190
3768,190
3769,331
3770,190
3771,190
3772,190
3773,190
3774,190
3775,190
3776,190
3777,190
3778,190
3779,190
3780,190
3781,190
3782,190
3783,190
3784,190
3785,190
3786,190
3787,190
3788,190
3789,190
3790,190
3791,190
3792,339
3793,190
3794,190
3795,190
3796,190
3797,190
3798,339
3799,339
3800,190
3801,190
3802,190
3803,190
3804,190
3805,190
3806,190
3807,190
3808,190
3809,190
3810,190
3811,190
3812,190
3813,190
3814,190
3815,190
3816,190
3817,190
3818,190
3819,190
3820,190
3821,190
3822,190
3823,190
3824,190
3825,190
3826,190
3827,190
3828,190
3829,190
3830,190
3831,190
3832,190
3833,280
3834,280
3835,280
3836,280
3837,280
3838,280
3839,280
3840,229
3841,229
3842,229
3843,229
3844,221
3845,229
3846,229
3847,221
3848,519
3849,519
3850,519
3851,519
3852,512
3853,512
3854,519
3855,519
3856,519
3857,513
3858,511
3859,519
3860,519
3861,513
3862,519
3863,512
3864,519
3865,489
3866,489
3867,484
3868,489
3869,486
3870,489
3871,489
3872,483
3873,489
3874,489
3875,489
3876,489
3877,489
3878,489
3879,488
3880,341
3881,460
3882,460
3883,460
3884,460
3885,460
3886,460
3887,460
3888,460
3889,460
3890,460
3891,460
3892,460
3893,460
3894,460
3895,460
3896,460
3897,460
3898,49
3899,460
3900,460
3901,460
3902,42
3903,49
3904,460
3905,460
3906,460
3907,460
3908,460
3909,460
3910,460
3911,460
3912,460
3913,460
3914,460
3915,460
3916,460
3917,460
3918,460
3919,460
3920,460
3921,460
3922,460
3923,89
3924,299
3925,299
3926,299
3927,299
3928,299
3929,299
3930,299
3931,299
3932,299
3933,299
3934,291
3935,299
3936,299
3937,299
3938,299
3939,539
3940,539
3941,539
3942,179
3943,179
3944,179
3945,491
3946,69
3947,499
3948,491
3949,69
3950,69
3951,69
3952,62
3953,479
3954,279
3955,479
3956,479
3957,182
3958,472
3959,183
3960,189
3961,189
3962,479
3963,279
3964,271
3965,279
3966,271
3967,279
3968,279
3969,472
3970,279
3971,479
3972,181
3973,189
3974,279
3975,189
3976,473
3977,279
3978,279
3979,279
3980,189
3981,479
3982,189
3983,189
3984,189
3985,182
3986,189
3987,271
3988,479
3989,189
3990,479
3991,473
3992,479
3993,189
3994,479
3995,189
3996,479
3997,189
3998,189
3999,189
4000,183
4001,479
4002,479
4003,189
4004,472
4005,182
4006,479
4007,182
4008,279
4009,479
4010,279
4011,479
4012,189
4013,472
4014,189
4015,189
4016,479
4017,472
4018,479
4019,479
4020,182
4021,279
4022,189
4023,271
4024,189
4025,189
4026,479
4027,189
4028,189
4029,183
4030,479
4031,183
4032,182
4033,189
4034,479
4035,189
4036,189
4037,189
4038,189
4039,189
4040,473
4041,479
4042,479
4043,182
4044,189
4045,189
4046,181
4047,189
4048,189
4049,479
4050,182
4051,189
4052,472
4053,189
4054,479
4055,189
4056,182
4057,189
4058,479
4059,280
4060,280
4061,222
4062,229
4063,519
4064,519
4065,519
4066,511
4067,519
4068,519
4069,519
4070,519
4071,511
4072,519
4073,513
4074,511
4075,512
4076,519
4077,481
4078,486
4079,489
4080,489
4081,489
4082,519
4083,519
4084,512
4085,489
4086,519
4087,519
4088,512
4089,519
4090,519
4091,488
4092,483
4093,489
4094,489
4095,489
4096,489
4097,519
4098,489
4099,489
4100,489
4101,489
4102,489
4103,489
4104,489
4105,489
4106,489
4107,489
4108,489
4109,484
4110,489
4111,489
4112,481
4113,489
4114,489
4115,489
4116,489
4117,489
4118,489
4119,489
4120,489
4121,489
4122,484
4123,489
4124,489
4125,488
4126,489
4127,489
4128,489
4129,484
4130,489
4131,489
4132,489
4133,489
4134,488
4135,49
4136,49
4137,49
4138,49
4139,500
4140,230
4141,230
4142,230
4143,500
4144,500
4145,230
4146,230
4147,500
4148,230
4149,230
4150,230
4151,230
4152,299
4153,299
4154,299
4155,299
4156,299
4157,292
4158,299
4159,299
4160,299
4161,299
4162,299
4163,299
4164,299
4165,299
4166,299
4167,299
4168,291
4169,299
4170,299
4171,299
4172,299
4173,299
4174,299
4175,299
4176,299
4177,299
4178,299
4179,299
4180,299
4181,539
4182,532
4183,539
4184,531
4185,539
4186,539
4187,539
4188,539
4189,172
4190,179
4191,179
4192,179
4193,179
4194,172
4195,179
4196,179
4197,69
4198,69
4199,69
4200,379
4201,379
4202,279
4203,279
4204,379
4205,279
4206,279
4207,271
4208,379
4209,279
4210,279
4211,379
4212,279
4213,271
4214,279
4215,379
4216,379
4217,373
4218,372
4219,279
4220,379
4221,279
4222,372
4223,379
4224,373
4225,379
4226,279
4227,279
4228,279
4229,279
4230,279
4231,371
4232,279
4233,379
4234,379
4235,279
4236,279
4237,279
4238,379
4239,379
4240,279
4241,379
4242,279
4243,279
4244,279
4245,279
4246,379
4247,379
4248,379
4249,379
4250,379
4251,379
4252,279
4253,271
4254,279
4255,379
4256,279
4257,279
4258,371
4259,371
4260,279
4261,373
4262,279
4263,379
4264,379
4265,379
4266,379
4267,379
4268,279
4269,279
4270,379
4271,379
4272,271
4273,379
4274,372
4275,379
4276,379
4277,279
4278,271
4279,379
4280,379
4281,379
4282,379
4283,372
4284,379
4285,379
4286,279
4287,379
4288,372
4289,279
4290,279
4291,279
4292,279
4293,279
4294,279
4295,271
4296,271
4297,373
4298,373
4299,379
4300,379
4301,279
4302,271
4303,279
4304,379
4305,379
4306,279
4307,271
4308,279
4309,379
4310,371
4311,379
4312,371
4313,279
4314,279
4315,279
4316,279
4317,379
4318,379
4319,379
4320,279
4321,379
4322,379
4323,279
4324,279
4325,379
4326,372
4327,271
4328,379
4329,373
4330,379
4331,279
4332,279
4333,279
4334,350
4335,423
4336,429
4337,41
4338,261
4339,369
4340,223
4341,392
4342,81
4343,81
4344,202
4345,81
4346,19
4347,122
4348,160
4349,81
4350,81
4351,473
4352,190
4353,81
4354,423
4355,280
4356,559
4357,
4358,369
4359,369
4360,402
4361,392
4362,399
4363,409
4364,209
4365,539
4366,259
4367,123
4368,399
4369,280
4370,519
4371,459
4372,451
4373,331
4374,19
4375,459
4376,19
4377,123
4378,160
4379,299
4380,279
4381,251
4382,279
4383,300
4384,20
4385,159
4386,69
4387,123
4388,12
4389,280
4390,486
4391,486
4392,489
4393,485
4394,350
4395,81
4396,81
4397,279
4398,559
4399,559
4400,559
4401,269
4402,269
4403,269
4404,269
4405,269
4406,269
4407,269
4408,269
4409,269
4410,261
4411,179
4412,171
4413,179
4414,179
4415,230
4416,230
4417,230
4418,230
4419,230
4420,230
4421,230
4422,230
4423,339
4424,339
4425,331
4426,331
4427,331
4428,500
4429,500
4430,500
4431,500
4432,500
4433,500
4434,369
4435,369
4436,369
4437,369
4438,369
4439,361
4440,369
4441,369
4442,369
4443,251
4444,251
4445,441
4446,99
4447,91
4448,92
4449,341
4450,342
4451,342
4452,421
4453,429
4454,429
4455,249
4456,513
4457,540
4458,373
4459,372
4460,49
4461,49
4462,49
4463,49
4464,49
4465,49
4466,41
4467,321
4468,300
4469,300
4470,63
4471,61
4472,61
4473,61
4474,61
4475,61
4476,61
4477,61
4478,61
4479,61
4480,61
4481,61
4482,61
4483,69
4484,61
4485,61
4486,61
4487,419
4488,419
4489,411
4490,539
4491,539
4492,539
4493,539
4494,539
4495,539
4496,539
4497,539
4498,419
4499,419
4500,419
4501,419
4502,419
4503,419
4504,419
4505,419
4506,419
4507,419
4508,419
4509,69
4510,69
4511,69
4512,69
4513,69
4514,69
4515,69
4516,69
4517,69
4518,69
4519,69
4520,64
4521,64
4522,64
4523,64
4524,64
4525,62
4526,62
4527,62
4528,62
4529,62
4530,64
4531,64
4532,64
4533,64
4534,64
4535,64
4536,64
4537,64
4538,69
4539,69
4540,69
4541,69
4542,69
4543,64
4544,64
4545,64
4546,69
4547,69
4548,69
4549,69
4550,69
4551,64
4552,64
4553,69
4554,69
4555,69
4556,69
4557,69
4558,69
4559,69
4560,69
4561,69
4562,69
4563,69
4564,69
4565,69
4566,69
4568,0
4569,0
